candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.17632/3jykz7wz8d.1,datacite,"DATASET for ""Deep learning segmentation of transverse musculoskeletal ultrasound images for neuromuscular disease assessment""",10.17632/3jykz7wz8d.1,https://data.mendeley.com/datasets/3jykz7wz8d/1,Mendeley,2021,cc-by-4.0,,,,,musculoskeletal ultrasound dataset,1,T4,True,True
10.5281/zenodo.19347645,datacite,REBRO dataset: micro-ultrasound prostate imaging segmentation dataset,10.5281/zenodo.19347645,https://zenodo.org/doi/10.5281/zenodo.19347645,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
10.5281/zenodo.19347646,datacite,REBRO dataset: micro-ultrasound prostate imaging segmentation dataset,10.5281/zenodo.19347646,https://zenodo.org/doi/10.5281/zenodo.19347646,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
10.5281/zenodo.21363242,datacite,Analysis code and de-identified dataset for: Muscle-ultrasound texture reveals information beyond conventional measures in children receiving palliative care,10.5281/zenodo.21363242,https://zenodo.org/doi/10.5281/zenodo.21363242,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
10.5281/zenodo.21363243,datacite,Analysis code and de-identified dataset for: Muscle-ultrasound texture reveals information beyond conventional measures in children receiving palliative care,10.5281/zenodo.21363243,https://zenodo.org/doi/10.5281/zenodo.21363243,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
10.17632/w3cmdx9sc3.2,datacite,Radio-Frequency Ultrasound Volume Dataset for Pre-clinical Liver Tumours,10.17632/w3cmdx9sc3.2,https://data.mendeley.com/datasets/w3cmdx9sc3/2,Mendeley Data,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
10.17632/w3cmdx9sc3,datacite,Radio-Frequency Ultrasound Volume Dataset for Pre-clinical Liver Tumours,10.17632/w3cmdx9sc3,https://data.mendeley.com/datasets/w3cmdx9sc3,Mendeley Data,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,1,T4,True,True
doi:10.5061/dryad.gqnk98t3r,dryad,Data from: Efficacy and safety of intrathecal morphine compared to peripheral nerve blocks in patients underwent foot and ankle surgery: A propensity score analysis,doi:10.5061/dryad.gqnk98t3r,,,,https://spdx.org/licenses/CC0-1.0.html,,,49446,,neuraxial ultrasound,1,T0,False,False
huggingface:ztroll/breast-ultrasound-images-dataset-dataset-busi,huggingface,ztroll/breast-ultrasound-images-dataset-dataset-busi,,https://huggingface.co/datasets/ztroll/breast-ultrasound-images-dataset-dataset-busi,,,,,,,,breast ultrasound dataset,1,T4,True,True
huggingface:gymprathap/Breast-Cancer-Ultrasound-Images-Dataset,huggingface,gymprathap/Breast-Cancer-Ultrasound-Images-Dataset,,https://huggingface.co/datasets/gymprathap/Breast-Cancer-Ultrasound-Images-Dataset,,,,,,,,breast ultrasound dataset,1,T4,True,True
huggingface:m-nast76/breast-ultrasound-dataset,huggingface,m-nast76/breast-ultrasound-dataset,,https://huggingface.co/datasets/m-nast76/breast-ultrasound-dataset,,,,,,,,breast ultrasound dataset,1,T4,True,True
huggingface:nikiemaelodie01/Breast-Cancer-Ultrasound-Images-Dataset,huggingface,nikiemaelodie01/Breast-Cancer-Ultrasound-Images-Dataset,,https://huggingface.co/datasets/nikiemaelodie01/Breast-Cancer-Ultrasound-Images-Dataset,,,,,,,,breast ultrasound dataset,1,T4,True,True
huggingface:BTX24/thyroid-cancer-classification-ultrasound-dataset,huggingface,BTX24/thyroid-cancer-classification-ultrasound-dataset,,https://huggingface.co/datasets/BTX24/thyroid-cancer-classification-ultrasound-dataset,,,,,,,,thyroid ultrasound dataset,1,T4,True,True
10.6084/m9.figshare.c.5079996.v1,openaire,The accuracy of ultrasound to predict endotracheal tube size for pediatric patients with congenital scoliosis,10.6084/m9.figshare.c.5079996.v1,,,2020,,,,,,scoliosis ultrasound,1,T1,True,False
openaire:Use of the Scolioscan for Quantitative Evaluation of Spinal Deformity - A Validity Study on Patients With Scoli,openaire,Use of the Scolioscan for Quantitative Evaluation of Spinal Deformity - A Validity Study on Patients With Scoliosis,,,,2015,,,,,,scoliosis ultrasound,1,T1,False,True
10.6084/m9.figshare.c.7706059.v1,openaire,Three-dimensional (3D) ultrasound imaging for quantitative assessment of frontal cobb angles in patients with idiopathic scoliosis – a systematic review and meta-analysis,10.6084/m9.figshare.c.7706059.v1,,,2025,,,,,,scoliosis ultrasound,1,T1,True,False
10.57702/31n9se4b,openaire,Breast UltraSound Images (BUSI) and private Thyroid UltraSound dataset,10.57702/31n9se4b,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.57702/efvkwcqy,openaire,Thyroid Ultrasound Dataset,10.57702/efvkwcqy,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.57702/ual90lih,openaire,Dataset of breast ultrasound images,10.57702/ual90lih,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.57702/hexnwja1,openaire,Breast Ultrasound Scan Images (BUSI),10.57702/hexnwja1,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.5281/zenodo.19047973,openaire,Curated BUSI dataset - Curated Breast Ultrasound Images,10.5281/zenodo.19047973,,,2026,,,,,,breast ultrasound dataset,1,T4,True,True
10.57702/fpwein2x,openaire,Breast Ultrasound Dataset,10.57702/fpwein2x,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.57702/icndp2r0,openaire,AAU-net: An Adaptive Attention U-net for Breast Lesions Segmentation in Ultrasound Images,10.57702/icndp2r0,,,2024,,,,,,breast ultrasound dataset,1,T4,True,True
10.6084/m9.figshare.31390707,openaire,Code and Processing Scripts for the Breast and Lymph Node Ultrasound Dataset,10.6084/m9.figshare.31390707,,,2026,,,,,,breast ultrasound dataset,1,T4,True,True
10.5281/zenodo.8196163,openaire,Pre-training with simulated ultrasound images for breast mass segmentation and classification - dataset,10.5281/zenodo.8196163,,,2023,,,,,,breast ultrasound dataset,1,T4,True,True
10.17632/k6cpmwybk3.1,openaire,BUSI_WHU: Breast Cancer Ultrasound Image Dataset,10.17632/k6cpmwybk3.1,,,2023,,,,,,breast ultrasound dataset,1,T4,True,True
10.5281/zenodo.7730709,openaire,BUS-BRA: A breast ultrasound dataset with BI-RADS categories,10.5281/zenodo.7730709,,,2023,,,,,,breast ultrasound dataset,1,T4,True,True
openaire:A Curated Benchmark Dataset for Ultrasound Based Breast Lesion Analysis (Breast-Lesions-USG) (Version 1),openaire,A Curated Benchmark Dataset for Ultrasound Based Breast Lesion Analysis (Breast-Lesions-USG) (Version 1),,,,,,,,,,breast ultrasound dataset,1,T4,True,True
10.21227/436j-4m39,openaire,"""Breast-Cancer-Ultrasound-image-2025""",10.21227/436j-4m39,,,2025,,,,,,breast ultrasound dataset,1,T4,True,True
10.6084/m9.figshare.30838715.v1,openaire,A Chain-of-thought Reasoning Breast Ultrasound Dataset Covering All HisA Chain-of-thought Reasoning Breast Ultrasound Dataset Covering All Histopathology Categoriestopathology Categories,10.6084/m9.figshare.30838715.v1,,,2025,,,,,,breast ultrasound dataset,1,T4,True,True
10.5281/zenodo.8231412,openaire,BUS-BRA: A Breast Ultrasound Dataset for Assessing Computer-aided Diagnosis Systems,10.5281/zenodo.8231412,,,2023,,,,,,breast ultrasound dataset,1,T4,True,True
10.6084/m9.figshare.c.7040088.v1,openaire,Dual-modal radiomics nomogram based on contrast-enhanced ultrasound to improve differential diagnostic accuracy and reduce unnecessary biopsy rate in ACR TI-RADS 4–5 thyroid nodules,10.6084/m9.figshare.c.7040088.v1,,,2024,,,,,,thyroid ultrasound dataset,1,T2,True,False
10.5287/bodleian:vyxxro55b,openaire,"Dataset for ""Automated Annotation and Quantitative Description of Ultrasound Videos  of the Fetal Heart""",10.5287/bodleian:vyxxro55b,,,2016,,,,,,fetal ultrasound dataset,1,T4,True,True
openaire:FU-LoRA: Synthetic Fetal Ultrasound Images for Standard Anatomical Planes Classification,openaire,FU-LoRA: Synthetic Fetal Ultrasound Images for Standard Anatomical Planes Classification,,,,2024,,,,,,fetal ultrasound dataset,1,T4,True,True
10.5281/zenodo.1327317,openaire,Automated measurement of fetal head circumference using 2D ultrasound images,10.5281/zenodo.1327317,,,2018,,,,,,fetal ultrasound dataset,1,T4,True,True
10.5281/zenodo.3904279,openaire,FETAL_PLANES_DB: Common maternal-fetal ultrasound images,10.5281/zenodo.3904279,,,2020,,,,,,fetal ultrasound dataset,1,T4,True,True
10.6084/m9.figshare.24080478,openaire,Supplementary Material for: Automatic deep learning-based pipeline for automatic delineation and measurement of fetal brain structures in routine mid-trimester ultrasound images,10.6084/m9.figshare.24080478,,,2023,,,,,,fetal ultrasound dataset,1,T4,True,True
10.57702/kdxb5129,openaire,Private dataset of pediatric cardiac ultrasound views and CAMUS dataset,10.57702/kdxb5129,,,2024,,,,,,cardiac ultrasound dataset,1,T4,True,True
openaire:A Large and Diverse Ground Truth Dataset of Synthetic Cardiac Ultrasound Recordings,openaire,A Large and Diverse Ground Truth Dataset of Synthetic Cardiac Ultrasound Recordings,,,,2023,,,,,,cardiac ultrasound dataset,1,T4,True,True
10.57702/s4if4gpz,openaire,Lung Ultrasound Dataset,10.57702/s4if4gpz,,,2024,,,,,,lung ultrasound dataset,1,T4,True,True
10.21227/bwm7-3x07,openaire,Ultrasound Neck Muscle Image Semantic Segmentation Dataset,10.21227/bwm7-3x07,,,2019,,,,,,ultrasound segmentation dataset,1,T4,True,True
10.5281/zenodo.10204813,zenodo,Deep and complex vascular anatomy in the rat brain described with Ultrasound Localization Microscopy in 3D,10.5281/zenodo.10204813,https://zenodo.org/records/10204813,,2023,cc-by-4.0,open,3,1658326638,dataset,3D ultrasound spine,1,T4,True,True
10.5281/zenodo.10549081,zenodo,The 4D Human Embryonic Brain Atlas,10.5281/zenodo.10549081,https://zenodo.org/records/10549081,,2024,cc-by-nc-4.0,open,35,335426585,dataset,3D ultrasound spine,1,T4,True,True
10.5281/zenodo.3911687,zenodo,Evaluation of low-intensity pulsed ultrasound on doxorubicin delivery in 2D and 3D cancer cell cultures,10.5281/zenodo.3911687,https://zenodo.org/records/3911687,,2020,cc-by-4.0,open,2,549656,dataset,3D ultrasound spine,1,T4,True,True
10.5281/zenodo.5770269,zenodo,Bracing adults with chronic low back pain secondary to severe scoliosis: six months results of a prospective pilot study.,10.5281/zenodo.5770269,https://zenodo.org/records/5770269,,2021,cc-by-4.0,open,1,256000,dataset,3D ultrasound spine,1,T1,False,True
10.5281/zenodo.545928,zenodo,Open access database of raw ultrasonic signals acquired from malignant and benign breast lesions,10.5281/zenodo.545928,https://zenodo.org/records/545928,,2017,cc-by-nc-4.0,open,1,296800010,dataset,3D ultrasound spine,1,T4,True,True
10.5061/dryad.3n15h,zenodo,Data from: The tendinopathic Achilles tendon does not remain iso-volumetric upon repeated loading: insights from 3D ultrasound,10.5061/dryad.3n15h,https://zenodo.org/records/5022616,,2017,cc-zero,open,5,78121,dataset,3D ultrasound spine,1,T1,True,False
10.5281/zenodo.7876210,zenodo,Ultrasound Stochastic Tomography simulation data for In-silico 2D Breast Phantom model with tumour,10.5281/zenodo.7876210,https://zenodo.org/records/7876210,,2023,cc-by-4.0,open,2,164516482,dataset,breast ultrasound,1,T3,True,False
10.5281/zenodo.21870651,zenodo,"Trained model weights for ""Lightweight attention mechanisms in breast ultrasound lesion segmentation: parameter cost, protocol choice, data leakage, and what the data can resolve""",10.5281/zenodo.21870651,https://zenodo.org/records/21870651,,2026,cc-by-4.0,open,36,2137306629,dataset,breast ultrasound,1,T4,True,True
10.5281/zenodo.11096558,zenodo,Transthoracic contrast echocardiography data of a patient for super-resolution ultrasound localisation microscopy,10.5281/zenodo.11096558,https://zenodo.org/records/11096558,,2024,cc-by-nc-4.0,open,7,1593696382,dataset,cardiac ultrasound,1,T4,True,True
10.5281/zenodo.7921055,zenodo,Echo from noise: synthetically generated cardiac ultrasound data using semantic diffusion models,10.5281/zenodo.7921055,https://zenodo.org/records/7921055,,2023,cc-by-4.0,open,5,6548871086,dataset,cardiac ultrasound,1,T4,True,True
10.5281/zenodo.15839724,zenodo,Gestational hypoxia increases brain-blood barrier permeability in the neonatal cerebral cortex of guinea pigs.,10.5281/zenodo.15839724,https://zenodo.org/records/15839724,,2025,cc-by-4.0,open,8,1740478668,dataset,cardiac ultrasound,1,T3,True,False
10.5281/zenodo.7271766,zenodo,ULTRA-SR: Synthetic Data,10.5281/zenodo.7271766,https://zenodo.org/records/7271766,,2022,cc-by-4.0,open,3,199852156,dataset,epidural ultrasound,1,T4,True,True
10.5061/dryad.vq83bk3rp,zenodo,Machine learning to extract muscle fascicle length changes from dynamic ultrasound images in real-time,10.5061/dryad.vq83bk3rp,https://zenodo.org/records/4895233,,2021,cc-zero,open,31,8768173932,dataset,epidural ultrasound,1,T4,True,True
10.5281/zenodo.3904280,zenodo,FETAL_PLANES_DB: Common maternal-fetal ultrasound images,10.5281/zenodo.3904280,https://zenodo.org/records/3904280,,2020,cc-by-4.0,open,1,2088522169,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.14305302,zenodo,Dataset for Fetal Ultrasound Grand Challenge: Semi-Supervised Cervical Segmentation (ISBI 2025),10.5281/zenodo.14305302,https://zenodo.org/records/14305302,,2024,cc-by-4.0,open,2,3467552,dataset,fetal ultrasound,1,T4,True,True
10.48550/arxiv.2407.20072,zenodo,FU-LoRA: Synthetic Fetal Ultrasound Images for Standard Anatomical Planes Classification,10.48550/arXiv.2407.20072,https://zenodo.org/records/13228158,,2024,cc-by-4.0,open,1,2056640487,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.14729042,zenodo,"НОВЫЕ ДАННЫЕ О ТАКТИКЕ, ДИАГНОСТИКЕ И ЛЕЧЕНИИ ПАЦИЕНТОК С АНТЕНАТАЛЬНЫМ ПЕРЕКРУТОМ ПРИДАТКОВ МАТКИ (ОБЗОР ЛИТЕРАТУРЫ)",10.5281/zenodo.14729042,https://zenodo.org/records/14729042,,2025,cc-by-4.0,open,1,940837,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.10969427,zenodo,PSFHS,10.5281/zenodo.10969427,https://zenodo.org/records/10969427,,2024,cc-by-4.0,open,1,131988134,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.10901776,zenodo,Pubic Symphysis-Fetal Head Segmentation and Angle of Progression,10.5281/zenodo.10901776,https://zenodo.org/records/10901776,,2024,cc-by-4.0,restricted,0,0,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.12697994,zenodo,ACOUSLIC-AI : Abdominal Circumference Operator-agnostic UltraSound measurement in Low-Income Countries using Artificial Intelligence,10.5281/zenodo.12697994,https://zenodo.org/records/12697994,,2024,cc-by-nc-sa-4.0,open,1,38034134378,dataset,fetal ultrasound,1,T4,True,True
10.5281/zenodo.5510290,zenodo,"Dataset from: ""Prognostic Value of Dynamic Changes in Pulmonary Congestion During Exercise Stress Echocardiography in Heart Failure With Preserved Ejection Fraction""",10.5281/zenodo.5510290,https://zenodo.org/records/5510290,,2021,,restricted,0,0,dataset,lung ultrasound,1,T4,True,True
10.5281/zenodo.7670284,zenodo,data set related to article Lung ultrasound in young children with neurological impairment: A proposed integrative clinical tool for deaeration-detection related to feeding,10.5281/zenodo.7670284,https://zenodo.org/records/7670284,,2023,,restricted,0,0,dataset,lung ultrasound,1,T4,True,True
10.5281/zenodo.3763421,zenodo,Lung ultrasonography features and risk stratification in 80 patients with COVID-19: a prospective observational cohort study,10.5281/zenodo.3763421,https://zenodo.org/records/3763421,,2020,cc-by-4.0,open,2,42847,dataset,lung ultrasound,1,T4,True,True
10.5281/zenodo.15582542,zenodo,cit-research/Lung-Ultrasound-A-B-lines-classification: LungUS-AB-v1.0.0,10.5281/zenodo.15582542,https://zenodo.org/records/15582542,,2025,mit-license,open,1,1159039124,dataset,lung ultrasound,1,T4,True,True
10.5281/zenodo.4032528,zenodo,Procalcitonin and lung ultrasonography point-ofcare testing to decide on antibiotic prescription in patients with lower respiratory tract infection at primary care level: pragmatic cluster randomized trial,10.5281/zenodo.4032528,https://zenodo.org/records/4032528,,2020,,restricted,0,0,dataset,lung ultrasound,1,T4,True,True
10.5061/dryad.crjdfn30n,zenodo,Ultrasound-derived changes in thickness of human ankle plantar flexor muscles during walking and running are not homogeneous along the muscle mid-belly region,10.5061/dryad.crjdfn30n,https://zenodo.org/records/3976940,,2020,cc-zero,open,4,605360,dataset,musculoskeletal ultrasound,1,T4,True,True
10.5281/zenodo.10452106,zenodo,Data from: Validation of New Semi-Automated Ultrasound Image Analysis Method for Assessing Vascular Resistance in Musculoskeletal Tissues,10.5281/zenodo.10452106,https://zenodo.org/records/10452106,,2024,cc-by-4.0,open,1,28055,dataset,musculoskeletal ultrasound,1,T4,True,True
10.5281/zenodo.8174001,zenodo,Dataset: GLS variation by ultrasound frequency change,10.5281/zenodo.8174001,https://zenodo.org/records/8174001,,2023,cc-by-4.0,open,1,26098,dataset,needle tracking ultrasound,1,T4,True,True
10.5281/zenodo.2598553,zenodo,An automatic fascicle tracking algorithm quantifying gastrocnemius architecture during maximal effort contractions,10.5281/zenodo.2598553,https://zenodo.org/records/2598553,,2019,cc-by-4.0,open,10,30303528555,dataset,needle tracking ultrasound,1,T1,True,False
10.5061/dryad.23c646q,zenodo,Data from: Longitudinal characterization of local perfusion of the rat placenta using contrast-enhanced ultrasound imaging,10.5061/dryad.23c646q,https://zenodo.org/records/4937915,,2019,cc-zero,open,6,1090059410,dataset,neuraxial ultrasound,1,T4,True,True
10.5281/zenodo.5770254,zenodo,Efficacy of bracing in early infantile scoliosis: a 5-year prospective cohort shows that idiopathic respond better than secondary-2021 SOSORT award winner,10.5281/zenodo.5770254,https://zenodo.org/records/5770254,,2021,cc-by-4.0,open,1,22094,dataset,robotic ultrasound spine,1,T1,False,True
10.5281/zenodo.7593987,zenodo,"Dataset from ""Predicting final results of brace treatment of adolescents with idiopathic scoliosis: first out-of-brace radiograph is better than in-brace radiograph-SOSORT 2020 award winner""",10.5281/zenodo.7593987,https://zenodo.org/records/7593987,,2023,cc-by-4.0,open,1,91648,dataset,robotic ultrasound spine,1,T1,False,True
10.5281/zenodo.10528485,zenodo,"Dataset from ""Developing a new tool for scoliosis screening in a tertiary specialistic setting using artificial intelligence: a retrospective study on 10,813 patients: 2023 SOSORT award winner.""",10.5281/zenodo.10528485,https://zenodo.org/records/10528485,,2024,cc-by-4.0,open,1,1053112,dataset,scoliosis ultrasound,1,T1,False,True
10.5281/zenodo.21930798,zenodo,Changes in Spinal Cord Excitability and Spasticity after Transcutaneous Spinal Cord Stimulation in Incomplete Spinal Cord Injury - Dataset,10.5281/zenodo.21930798,https://zenodo.org/records/21930798,,2026,cc-by-4.0,open,2,17370,dataset,spinal anesthesia ultrasound,1,T1,False,True
10.5281/zenodo.17664207,zenodo,ThrombUS+ Ultrasound Dataset #1 - Compression Ultrasound Videos - Testing Set,10.5281/zenodo.17664207,https://zenodo.org/records/17664207,,2025,cc-by-4.0,open,1,2456983680,dataset,ultrasound dataset,1,T4,True,True
10.5281/zenodo.17659415,zenodo,ThrombUS+ Ultrasound Dataset #1 - Compression Ultrasound Videos - Training Set,10.5281/zenodo.17659415,https://zenodo.org/records/17659415,,2025,cc-by-4.0,open,1,9732783309,dataset,ultrasound dataset,1,T4,True,True
10.22002/pa710-cdn95,datacite,Dataset for: Decoding Motor Plans Using a Closed-Loop Ultrasonic Brain-Machine Interface,10.22002/pa710-cdn95,https://data.caltech.edu/doi/10.22002/pa710-cdn95,CaltechDATA,2023,cc-by-nc-4.0,,,,,epidural ultrasound,0,none,True,True
10.5281/zenodo.20054330,datacite,Multi-Anatomical Ultrafast Ultrasound Dataset: Raw RF Signals acquired with a GE 11L-D probe,10.5281/zenodo.20054330,https://zenodo.org/doi/10.5281/zenodo.20054330,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.5281/zenodo.22125184,datacite,Multi-Anatomical Ultrafast Ultrasound Dataset: Raw RF Signals acquired with a GE 11L-D probe,10.5281/zenodo.22125184,https://zenodo.org/doi/10.5281/zenodo.22125184,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.5281/zenodo.21806451,datacite,"FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",10.5281/zenodo.21806451,https://zenodo.org/doi/10.5281/zenodo.21806451,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.5281/zenodo.21806452,datacite,"FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",10.5281/zenodo.21806452,https://zenodo.org/doi/10.5281/zenodo.21806452,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.5281/zenodo.20054331,datacite,Multi-Anatomical Ultrafast Ultrasound Dataset: Raw RF Signals acquired with a GE 11L-D probe,10.5281/zenodo.20054331,https://zenodo.org/doi/10.5281/zenodo.20054331,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.5281/zenodo.21784988,datacite,"FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",10.5281/zenodo.21784988,https://zenodo.org/doi/10.5281/zenodo.21784988,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.6084/m9.figshare.31889833.v1,datacite,Paired Point-of-Care Ultrasound dataset for Image Quality Enhancement,10.6084/m9.figshare.31889833.v1,https://figshare.com/articles/dataset/Paired_Point-of-Care_Ultrasound_dataset_for_Image_Quality_Enhancement/31889833/1,figshare,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.6084/m9.figshare.31889833,datacite,Paired Point-of-Care Ultrasound dataset for Image Quality Enhancement,10.6084/m9.figshare.31889833,https://figshare.com/articles/dataset/Paired_Point-of-Care_Ultrasound_dataset_for_Image_Quality_Enhancement/31889833,figshare,2026,cc-by-4.0,,,,,breast ultrasound dataset,0,none,True,True
10.17632/yrzzw9m6kk.2,datacite,Ultrasound Fetus Dataset,10.17632/yrzzw9m6kk.2,https://data.mendeley.com/datasets/yrzzw9m6kk/2,Mendeley Data,2026,cc-by-4.0,,,,,fetal ultrasound dataset,0,none,True,True
10.17632/yrzzw9m6kk,datacite,Ultrasound Fetus Dataset,10.17632/yrzzw9m6kk,https://data.mendeley.com/datasets/yrzzw9m6kk,Mendeley Data,2026,cc-by-4.0,,,,,fetal ultrasound dataset,0,none,True,True
10.5281/zenodo.17355569,datacite,Dataset for Intrapartum Ultrasound Grand Challenge (IUGC 2025) in conjunction with MICCAI 2025,10.5281/zenodo.17355569,https://zenodo.org/doi/10.5281/zenodo.17355569,Zenodo,2025,cc-by-4.0,,,,,fetal ultrasound dataset,0,none,True,True
10.5281/zenodo.17355570,datacite,Dataset for Intrapartum Ultrasound Grand Challenge (IUGC 2025) in conjunction with MICCAI 2025,10.5281/zenodo.17355570,https://zenodo.org/doi/10.5281/zenodo.17355570,Zenodo,2025,cc-by-4.0,,,,,fetal ultrasound dataset,0,none,True,True
10.6084/m9.figshare.26889334.v1,datacite,An annotated heterogeneous ultrasound database,10.6084/m9.figshare.26889334.v1,https://springernature.figshare.com/articles/dataset/An_annotated_heterogeneous_ultrasound_database/26889334/1,figshare,2025,cc-by-4.0,,,,,fetal ultrasound dataset,0,none,True,True
10.5281/zenodo.19552303,datacite,Dataset to: Low-Intensity Pulsed Ultrasound as a BioPhysical Modality to Assess and Modulate Mucosal Activity in experimental Colitis,10.5281/zenodo.19552303,https://zenodo.org/doi/10.5281/zenodo.19552303,Zenodo,2026,cc-by-4.0,,,,,musculoskeletal ultrasound dataset,0,none,True,True
10.5281/zenodo.19552304,datacite,Dataset to: Low-Intensity Pulsed Ultrasound as a BioPhysical Modality to Assess and Modulate Mucosal Activity in experimental Colitis,10.5281/zenodo.19552304,https://zenodo.org/doi/10.5281/zenodo.19552304,Zenodo,2026,cc-by-4.0,,,,,musculoskeletal ultrasound dataset,0,none,True,True
10.6084/m9.figshare.26889334,datacite,An annotated heterogeneous ultrasound database,10.6084/m9.figshare.26889334,https://springernature.figshare.com/articles/dataset/An_annotated_heterogeneous_ultrasound_database/26889334,figshare,2025,cc-by-4.0,,,,,musculoskeletal ultrasound dataset,0,none,True,True
10.5281/zenodo.17789272,datacite,Cesarean Scar Defect Segmentation in Transvaginal Ultrasound Images: a Dataset and Benchmark,10.5281/zenodo.17789272,https://zenodo.org/doi/10.5281/zenodo.17789272,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.17789273,datacite,Cesarean Scar Defect Segmentation in Transvaginal Ultrasound Images: a Dataset and Benchmark,10.5281/zenodo.17789273,https://zenodo.org/doi/10.5281/zenodo.17789273,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.21861476,datacite,TAT-Det: A Dataset for Testicular Appendage Torsion Detection and Segmentation in Ultrasound Images,10.5281/zenodo.21861476,https://zenodo.org/doi/10.5281/zenodo.21861476,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.21861475,datacite,TAT-Det: A Dataset for Testicular Appendage Torsion Detection and Segmentation in Ultrasound Images,10.5281/zenodo.21861475,https://zenodo.org/doi/10.5281/zenodo.21861475,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.22065614,datacite,MSN-TCSeg: A Transcranial Sonography Dataset for Midbrain and Substantia Nigra Hyperechogenicity Segmentation,10.5281/zenodo.22065614,https://zenodo.org/doi/10.5281/zenodo.22065614,Zenodo,2026,cc-by-nc-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.18376538,datacite,MSN-TCSeg: A Transcranial Sonography Dataset for Midbrain and Substantia Nigra Hyperechogenicity Segmentation,10.5281/zenodo.18376538,https://zenodo.org/doi/10.5281/zenodo.18376538,Zenodo,2026,cc-by-nc-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.19789489,datacite,Radial Vessels Ultrasound Dataset,10.5281/zenodo.19789489,https://zenodo.org/doi/10.5281/zenodo.19789489,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.19789490,datacite,DCIOM Ultrasound Dataset for Radial Artery Segmentation,10.5281/zenodo.19789490,https://zenodo.org/doi/10.5281/zenodo.19789490,Zenodo,2026,cc-by-4.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.6084/m9.figshare.31927908.v1,datacite,Ultrasound Benchmark Dataset for Automatic Segmentation of Endometriotic Lesions,10.6084/m9.figshare.31927908.v1,https://figshare.com/articles/dataset/Ultrasound_Benchmark_Dataset_for_Automatic_Segmentation_of_Endometriotic_Lesions/31927908/1,figshare,2026,cc0-1.0,,,,,ultrasound segmentation dataset,0,none,True,True
10.6084/m9.figshare.31927908.v2,datacite,Ultrasound Benchmark Dataset for Automatic Segmentation of Endometriotic Lesions,10.6084/m9.figshare.31927908.v2,https://figshare.com/articles/dataset/Ultrasound_Benchmark_Dataset_for_Automatic_Segmentation_of_Endometriotic_Lesions/31927908/2,figshare,2026,cc0-1.0,,,,,ultrasound segmentation dataset,0,none,True,True
