candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.5281/zenodo.10304604,zenodo,Fifth Lumbar Vertebra,10.5281/zenodo.10304604,https://zenodo.org/records/10304604,,2016,cc-by-4.0,open,8,6066490,dataset,lumbar puncture ultrasound,4,T0,False,True
10.5281/zenodo.3959071,zenodo,CT image of the upper lumbar and lower thoracic spine,10.5281/zenodo.3959071,https://zenodo.org/records/3959071,,2020,cc-by-4.0,open,2,79171549,dataset,lumbar spine ultrasound,4,T0,False,True
10.5281/zenodo.3961271,zenodo,Triangulated surface geometry of the upper lumbar and lower thoracic spine,10.5281/zenodo.3961271,https://zenodo.org/records/3961271,,2020,cc-by-4.0,open,2,35164286,dataset,lumbar spine ultrasound,4,T0,False,True
10.5281/zenodo.10159290,zenodo,SPIDER - Lumbar spine segmentation in MR images: a dataset and a public benchmark,10.5281/zenodo.10159290,https://zenodo.org/records/10159290,,2023,cc-by-4.0,open,4,3758940056,dataset,lumbar spine ultrasound,4,T0,False,True
10.5281/zenodo.21621053,zenodo,ExoDisc: An annotated dataset for surgical instrument and anatomy segmentation in open lumbar microdiscectomy,10.5281/zenodo.21621053,https://zenodo.org/records/21621053,,2026,cc-by-4.0,open,1,17626322135,dataset,lumbar spine ultrasound,4,T0,False,True
10.5281/zenodo.20553719,zenodo,IMPROVING MEDICAMENTOUS SEDATION IN HYSTERECTOMY UNDER SPINAL ANESTHESIA,10.5281/zenodo.20553719,https://zenodo.org/records/20553719,,2026,cc-by-4.0,open,1,178030,dataset,spinal anesthesia ultrasound,4,T0,False,False
10.5281/zenodo.21450443,zenodo,Ground-Truth and Pseudo-Label Segmentation Masks for Bone Scan Metastases Detection and Biomarker Quantification,10.5281/zenodo.21450443,https://zenodo.org/records/21450443,,2026,cc-by-4.0,open,1,309891469,dataset,ultrasound bone segmentation,4,T0,False,True
10.5281/zenodo.20342310,zenodo,"Whole-Body Bone Scintigraphy Segmentation Masks, Ground-Truth Annotations for Bone Area Segmentation",10.5281/zenodo.20342310,https://zenodo.org/records/20342310,,2025,cc-by-sa-4.0,open,1,10476063,dataset,ultrasound bone segmentation,4,T0,False,True
10.5281/zenodo.10296612,zenodo,Mammoth lumbar vertebra,10.5281/zenodo.10296612,https://zenodo.org/records/10296612,,2017,cc-by-nc-1.0,open,5,64129882,dataset,vertebra ultrasound,4,T0,False,True
10.5281/zenodo.10299753,zenodo,Mammoth - Lumbar vertebra,10.5281/zenodo.10299753,https://zenodo.org/records/10299753,,2018,cc-by-nc-1.0,open,6,29262445,dataset,vertebra ultrasound,4,T0,False,True
10.5281/zenodo.22642578,zenodo,"CTSpinoPelvic1K: spine, pelvis, ribs and femora in one coordinate frame, annotated for lumbosacral transitional anatomy",10.5281/zenodo.22642578,https://zenodo.org/records/22642578,,2026,cc-by-nc-sa-4.0,open,10,1076011861,dataset,vertebra ultrasound,4,T0,False,True
10.6084/m9.figshare.30126832.v1,datacite,Supplementary Material for: Prenatal assessment of fetal vertebrae and ribs by three-dimensional ultrasound and the association with fetal and neonatal outcome,10.6084/m9.figshare.30126832.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Prenatal_assessment_of_fetal_vertebrae_and_ribs_by_three-dimensional_ultrasound_and_the_association_with_fetal_and_neonatal_outcome/30126832/1,Karger Publishers,2025,cc-by-4.0,,,,,lumbar spine ultrasound,3,T1,True,False
10.6084/m9.figshare.30126832,datacite,Supplementary Material for: Prenatal assessment of fetal vertebrae and ribs by three-dimensional ultrasound and the association with fetal and neonatal outcome,10.6084/m9.figshare.30126832,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Prenatal_assessment_of_fetal_vertebrae_and_ribs_by_three-dimensional_ultrasound_and_the_association_with_fetal_and_neonatal_outcome/30126832,Karger Publishers,2025,cc-by-4.0,,,,,lumbar spine ultrasound,3,T1,True,False
10.5281/zenodo.7791801,datacite,On the Physics of Ultrasound Transmission for In-Plane Needle Tracking in Guided Interventions,10.5281/zenodo.7791801,https://zenodo.org/record/7791801,Zenodo,2023,,,,,,ultrasound guided needle insertion dataset,3,T2,True,False
10.5281/zenodo.7791802,datacite,On the Physics of Ultrasound Transmission for In-Plane Needle Tracking in Guided Interventions,10.5281/zenodo.7791802,https://zenodo.org/record/7791802,Zenodo,2023,,,,,,ultrasound guided needle insertion dataset,3,T2,True,False
10.5281/zenodo.19791300,datacite,Anonymized patient-level dataset for Feasibility of Ultrasound-Guided Vacuum-Assisted Breast Biopsy for Breast Nodules in Patients with Retroglandular Breast Implants,10.5281/zenodo.19791300,https://zenodo.org/doi/10.5281/zenodo.19791300,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,3,T2,True,True
10.5281/zenodo.19791301,datacite,Anonymized patient-level dataset for Feasibility of Ultrasound-Guided Vacuum-Assisted Breast Biopsy for Breast Nodules in Patients with Retroglandular Breast Implants,10.5281/zenodo.19791301,https://zenodo.org/doi/10.5281/zenodo.19791301,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,3,T2,True,True
10.20350/digitalcsic/18302,datacite,Experimental data of manuscript Impact of Ultrasound Pretreatment and Enzyme Concentration on Taste and Biological Activities of Porcine Lung Hydrolyzates [DATASET],10.20350/digitalcsic/18302,https://digital.csic.es/handle/10261/429027,DIGITAL.CSIC,2026,cc-by-4.0,,,,,lung ultrasound dataset,3,T3,True,True
10.5518/1485,datacite,Lung ultrasound COVID phantom dataset used for training machine learning model,10.5518/1485,https://archive.researchdata.leeds.ac.uk/1263/,University of Leeds,2024,cc-by-4.0,,,,,lung ultrasound dataset,3,T3,True,True
openaire:The Clinical Evaluation of a Novel Ultrasound Probe to Guide the Insertion of Central Regional Anaesthesia Usin,openaire,The Clinical Evaluation of a Novel Ultrasound Probe to Guide the Insertion of Central Regional Anaesthesia Using a Regional Anaesthetic Needle Modified to Aid Insertion Under Ultrasound Guidance in Morbidly Obese Women U,,,,2005,,,,,,lumbar spine ultrasound,3,T2,True,False
10.6084/m9.figshare.c.6804585.v1,openaire,Subclavian vein ultrasound-guided fluid management to prevent post-spinal anesthetic hypotension during cesarean delivery: a randomized controlled trial,10.6084/m9.figshare.c.6804585.v1,,,2024,,,,,,spinal anesthesia ultrasound,3,T1,True,False
openaire:A Comparison Of Ultrasound and Predetermined Distance Techniques For Paravertebral Space Localization In Breast,openaire,A Comparison Of Ultrasound and Predetermined Distance Techniques For Paravertebral Space Localization In Breast Surgery: A Randomized Prospective Trial,,,,2010,,,,,,spinal anesthesia ultrasound,3,T1,True,False
openaire:Photonic Needle and Intraforaminal Epidural Injection (Sleeve) - Observational Study in Humans,openaire,Photonic Needle and Intraforaminal Epidural Injection (Sleeve) - Observational Study in Humans,,,,2011,,,,,,lumbar puncture ultrasound,3,T0,False,False
10.21227/ec9q-bz39,openaire,"""Ultrasound Breast Phantom Dataset with Tumor and Cyst Structures""",10.21227/ec9q-bz39,,,2025,,,,,,breast ultrasound dataset,3,T3,True,True
10.5281/zenodo.14193948,openaire,NatalIA: PBF-US1 (Phantom Blind-sweeps for Fetal Ultrasound Scanning),10.5281/zenodo.14193948,,,2024,,,,,,fetal ultrasound dataset,3,T3,True,True
10.5281/zenodo.20737792,zenodo,"3D IVUS-EM Reconstruction and CT Registration Data for ""learned ultrasound segmentation and deformable CT fusion for augmented reality endovascular surgery"", Dillon et al.",10.5281/zenodo.20737792,https://zenodo.org/records/20737792,,2026,cc-by-4.0,open,11,3549127113,dataset,3D ultrasound spine,3,T3,True,True
10.5281/zenodo.7740734,zenodo,Freehand ultrasound without external trackers,10.5281/zenodo.7740734,https://zenodo.org/records/7740734,,2022,cc-by-4.0,open,2,8502259278,dataset,3D ultrasound spine,3,T1,True,True
10.5281/zenodo.11355500,zenodo,Trackerless 3D Freehand Ultrasound Reconstruction Challenge 2024 - Train Dataset (Part 3),10.5281/zenodo.11355500,https://zenodo.org/records/11355500,,2024,cc-by-nc-sa-4.0,open,1,185030,dataset,3D ultrasound spine,3,T1,True,True
10.5281/zenodo.12979481,zenodo,Trackerless 3D Freehand Ultrasound Reconstruction Challenge 2024 - Validation Dataset,10.5281/zenodo.12979481,https://zenodo.org/records/12979481,,2024,cc-by-nc-sa-4.0,open,1,4842723858,dataset,3D ultrasound spine,3,T1,True,True
10.5281/zenodo.7986407,zenodo,Ultrasound Plane Wave Raw Data 75 Angles - Breast Phantom and Calibration Phantom Dataset,10.5281/zenodo.7986407,https://zenodo.org/records/7986407,,2023,,open,3,8528843534,dataset,breast ultrasound,3,T3,True,True
10.5281/zenodo.20612980,zenodo,Photoacoustic and ultrasound tomography images of phantom and in-vivo data aquired with the PAM3 scanner and corresponding visualization scripts,10.5281/zenodo.20612980,https://zenodo.org/records/20612980,,2026,mit-license,open,1,11779664771,dataset,breast ultrasound,3,T3,True,True
10.5281/zenodo.14193949,zenodo,NatalIA: PBF-US1 (Phantom Blind-sweeps for Fetal Ultrasound Scanning),10.5281/zenodo.14193949,https://zenodo.org/records/14193949,,2024,cc-by-4.0,open,1,266332337,dataset,fetal ultrasound,3,T3,True,True
10.5061/dryad.k6djh9w8b,zenodo,Late term fetus caudal luring behavior in a pitviper,10.5061/dryad.k6djh9w8b,https://zenodo.org/records/6468238,,2022,cc-zero,open,2,3440,dataset,fetal ultrasound,3,T1,True,False
10.5281/zenodo.22160343,zenodo,Sagittal Alignment Modifies Lumbar Loading Responses to Coronal Deviation During Standing: Reproducibility Package,10.5281/zenodo.22160343,https://zenodo.org/records/22160343,,2026,cc-by-4.0,open,1,2404634,dataset,lumbar spine ultrasound,3,T0,False,False
10.5281/zenodo.18958756,zenodo,AGE-RELATED INTERRELATIONSHIP BETWEEN LUMBAR SPINE JOINT MORPHOMETRY AND SKELETAL MUSCLE DEVELOPMENT IN WOMEN,10.5281/zenodo.18958756,https://zenodo.org/records/18958756,,2026,cc-by-4.0,open,1,126671,dataset,lumbar spine ultrasound,3,T0,False,False
10.5281/zenodo.21526139,zenodo,THE ROLE OF MODERN ULTRASOUND TECHNOLOGIES IN OOCYTE RETRIEVAL DURING IVF AND OPPORTUNITIES FOR COMPLICATION PREVENTION,10.5281/zenodo.21526139,https://zenodo.org/records/21526139,,2026,cc-by-4.0,open,1,662528,dataset,needle tracking ultrasound,3,T2,True,False
10.5061/dryad.b26q1,zenodo,Data from: An ultrasound image-based dynamic fusion modeling method for predicting the quantitative impact of in vivo liver motion on intraoperative HIFU therapies: investigations in a porcine model,10.5061/dryad.b26q1,https://zenodo.org/records/4970841,,2016,cc-zero,open,3,902776315,dataset,needle tracking ultrasound,3,T3,True,True
10.5281/zenodo.19608839,zenodo,"Dataset of ""Investigation of Electrical and Acoustic Impedance with Volumetric Deformation of a Li-ion Cell Under Varying State of Charge""",10.5281/zenodo.19608839,https://zenodo.org/records/19608839,,2026,cc-by-4.0,open,88,9570045,dataset,tracked ultrasound spine,3,T1,True,True
10.5281/zenodo.10475293,zenodo,Micro-Ultrasound Prostate Segmentation Dataset,10.5281/zenodo.10475293,https://zenodo.org/records/10475293,,2024,cc-by-4.0,open,1,3570972743,dataset,ultrasound bone segmentation,3,T2,True,True
10.5061/dryad.9zw3r22sx,datacite,Improving real-time ultrasound spine imaging with a large-aperture array,10.5061/dryad.9zw3r22sx,https://datadryad.org/dataset/doi:10.5061/dryad.9zw3r22sx,Dryad,2025,cc0-1.0,,,,,lumbar spine ultrasound,2,T1,True,False
doi:10.5061/dryad.9zw3r22sx,dryad,Improving real-time ultrasound spine imaging with a large-aperture array,doi:10.5061/dryad.9zw3r22sx,,,,https://spdx.org/licenses/CC0-1.0.html,,,34239402382,,lumbar spine ultrasound,2,T1,True,False
openaire:Handheld 3D Lumbar Spine Navigation: A Clinical Validation Study RM002,openaire,Handheld 3D Lumbar Spine Navigation: A Clinical Validation Study RM002,,,,2015,,,,,,lumbar spine ultrasound,2,T0,False,False
openaire:A Randomised Controlled Trial of Ultrasound-assisted Spinal Anaesthesia in Patients With Difficult Anatomical L,openaire,A Randomised Controlled Trial of Ultrasound-assisted Spinal Anaesthesia in Patients With Difficult Anatomical Landmarks.,,,,2009,,,,,,lumbar spine ultrasound,2,T1,True,False
openaire:Comparison Between Real-Time Ultrasound Guidance vs Anatomical Landmark Technique on the Efficacy of Paramedian,openaire,Comparison Between Real-Time Ultrasound Guidance vs Anatomical Landmark Technique on the Efficacy of Paramedian Spinal Anaesthesia,,,,2016,,,,,,lumbar spine ultrasound,2,T1,True,False
openaire:Identification of the L3-L4 Intervertebral Space in Obese Parturients at Term in the Sitting and Lateral Positi,openaire,Identification of the L3-L4 Intervertebral Space in Obese Parturients at Term in the Sitting and Lateral Positions: Manual Palpation (Tuffier's Line Method) Versus Ultrasound Imaging,,,,2015,,,,,,neuraxial ultrasound,2,T1,True,False
openaire:Comparison of Conventional Landmark Guided Midline (Group C) Versus Pre-procedural Ultrasound Guided Paramedian,openaire,Comparison of Conventional Landmark Guided Midline (Group C) Versus Pre-procedural Ultrasound Guided Paramedian at L5S1 (Group P) Technique for Spinal Anaesthesia,,,,2014,,,,,,neuraxial ultrasound,2,T1,True,False
openaire:Does Ultrasound Guidance Improve Time to Perform a Spinal or Number of Attempts in Obese Patients? A Randomized,openaire,Does Ultrasound Guidance Improve Time to Perform a Spinal or Number of Attempts in Obese Patients? A Randomized Controlled Study.,,,,2012,,,,,,spinal anesthesia ultrasound,2,T1,True,False
openaire:Can Vena Cava Ultrasound Guided Volume Repletion Prevent Spinal Induced Significant Hypotension in Elective Sur,openaire,"Can Vena Cava Ultrasound Guided Volume Repletion Prevent Spinal Induced Significant Hypotension in Elective Surgical Patients? A Randomized, Case Control, Prospective Trial.",,,,2014,,,,,,spinal anesthesia ultrasound,2,T1,True,False
openaire:A Pilot Study of Robotic Template Guidance for Needle Placement in Transperineal Prostate Brachytherapy,openaire,A Pilot Study of Robotic Template Guidance for Needle Placement in Transperineal Prostate Brachytherapy,,,,2006,,,,,,needle tip tracking ultrasound,2,T1,False,False
10.21227/gzd4-h289,openaire,Ultrasound Robot,10.21227/gzd4-h289,,,2024,,,,,,ultrasound segmentation dataset,2,T1,True,False
10.5061/dryad.5cd20,zenodo,Data from: Association between COL11A1 (rs1337185) and ADAMTS5 (rs162509) gene polymorphisms and lumbar spine pathologies in Chinese Han population: an observational study,10.5061/dryad.5cd20,https://zenodo.org/records/5001750,,2017,cc-zero,open,1,164352,dataset,3D ultrasound spine,2,T0,False,False
10.5281/zenodo.15614916,zenodo,Versatile Vasculature Chips for Ultrasound Localization Microscopy,10.5281/zenodo.15614916,https://zenodo.org/records/15614916,,2025,cc-by-4.0,open,8,39432509733,dataset,epidural ultrasound,2,T3,True,True
10.5061/dryad.b8gtht7hh,zenodo,Exercises on a balance cushion to influence lumbar vertebral syndrome,10.5061/dryad.b8gtht7hh,https://zenodo.org/records/7942147,,2023,cc-zero,open,2,16701,dataset,lumbar puncture ultrasound,2,T0,False,False
10.5061/dryad.24h5f33,zenodo,Data from: Is age more than manual material handling associated with lumbar vertebral body and disc changes? A cross-sectional multicenter MRI study,10.5061/dryad.24h5f33,https://zenodo.org/records/4936711,,2019,cc-zero,open,1,24939,dataset,lumbar puncture ultrasound,2,T0,False,False
10.5061/dryad.6m905qg0x,zenodo,XYZ coordinates of middle lumbar vertebrae - 3D GM analysis for: A nearly complete lower back of Australopithecus sediba,10.5061/dryad.6m905qg0x,https://zenodo.org/records/5542653,,2021,cc-zero,open,1,222652,dataset,lumbar puncture ultrasound,2,T0,False,False
10.5281/zenodo.4265494,zenodo,Meta-GWAS of lumbar spinal disorders,10.5281/zenodo.4265494,https://zenodo.org/records/4265494,,2020,,restricted,0,0,dataset,lumbar puncture ultrasound,2,T0,False,False
10.5061/dryad.kd51c5bbw,zenodo,Mechanical test on different elastomer materials based on the ASTM D412-16 standard,10.5061/dryad.kd51c5bbw,https://zenodo.org/records/10493155,,2024,cc-zero,open,2,113618,dataset,lumbar puncture ultrasound,2,T0,False,False
10.5281/zenodo.21305150,zenodo,"CURRENT CONCEPTS IN SPONDYLOSIS PATHOGENESIS, CLINICAL MANIFESTATIONS, DIAGNOSIS AND EVIDENCE-BASED MANAGEMENT",10.5281/zenodo.21305150,https://zenodo.org/records/21305150,,2026,cc-by-4.0,open,1,187409,dataset,lumbar puncture ultrasound,2,T0,False,False
