file_id,directory_label,filename,bytes,md5,content_type,restricted,storage_identifier,download_endpoint,local_status
227321,US/URS21,URS21_D2.zip,1675670157,7e3aefebff8b0bce38d61a79a213f8ae,application/zip,False,s3://dataverse:193698f30f2-39d86c7e7510,https://rdr.kuleuven.be/api/access/datafile/227321,NOT_DOWNLOADED
227366,US/URS21,URS21_H1.zip,448329785,90c6d6bc15aad11278614b141e6d0b69,application/zip,False,s3://dataverse:193695bcaaf-f04e4b31ddad,https://rdr.kuleuven.be/api/access/datafile/227366,NOT_DOWNLOADED
227098,US/URS21,URS21_H2.zip,806334709,eac2963abdde3f0593e4718476e60072,application/zip,False,s3://dataverse:193695d0954-0a44a4a73ab1,https://rdr.kuleuven.be/api/access/datafile/227098,NOT_DOWNLOADED
226988,US/URS21,URS21_H3.zip,871187747,d0eb122cd2c13a45a70a2e24fed45653,application/zip,False,s3://dataverse:19369c9797f-1f0c91093033,https://rdr.kuleuven.be/api/access/datafile/226988,NOT_DOWNLOADED
226931,US/URS21,URS21_R1.zip,1042686465,3cec3aa90d619d19b64a77ecd9995c5a,application/zip,False,s3://dataverse:19369c572c5-6b4de8a12766,https://rdr.kuleuven.be/api/access/datafile/226931,NOT_DOWNLOADED
227129,US/URS21,URS21_R2.zip,660199561,a563ff4078e3fec66d21d00745d0238b,application/zip,False,s3://dataverse:19369ba71db-bd83a4b434ec,https://rdr.kuleuven.be/api/access/datafile/227129,NOT_DOWNLOADED
226733,CT/URS21,URS21stl.zip,16186365,c781afc6e307b586d0c2d8603c8e7b7e,application/zip,False,s3://dataverse:1936942f82f-cd211ab11a37,https://rdr.kuleuven.be/api/access/datafile/226733,NOT_DOWNLOADED
226718,CT/URS22,URS22_CT_raw.zip,429743432,97f723d4874ec44c16433d3b97fef10c,application/zip,False,s3://dataverse:193694935a4-e0acba41c973,https://rdr.kuleuven.be/api/access/datafile/226718,NOT_DOWNLOADED
227256,US/URS22,URS22_H1.zip,591803910,f4f228839e97a2e85f83840b9532598d,application/zip,False,s3://dataverse:19369c7b1e9-a3d208f76f94,https://rdr.kuleuven.be/api/access/datafile/227256,NOT_DOWNLOADED
226999,US/URS22,URS22_H2.zip,1037497832,6ca4b49cbeac7260bb13929991a288d1,application/zip,False,s3://dataverse:19369c08c83-0a9498e0115d,https://rdr.kuleuven.be/api/access/datafile/226999,NOT_DOWNLOADED
226836,US/URS22,URS22_H3.zip,847284861,ec7dc2fe58a5ffc7fa3ac932d7a447c7,application/zip,False,s3://dataverse:193697da319-9a7acdf936d0,https://rdr.kuleuven.be/api/access/datafile/226836,NOT_DOWNLOADED
271410,US/URS22,URS22_R1.zip,948712378,870384cbd24469c3d6030859f06b5965,application/zip,False,s3://dataverse:198bda96637-b65863fc4940,https://rdr.kuleuven.be/api/access/datafile/271410,NOT_DOWNLOADED
271409,US/URS22,URS22_R2.zip,1084098371,4ae529bffa1d6deef427dee29ebae266,application/zip,False,s3://dataverse:198bda99a72-e04a9aa81970,https://rdr.kuleuven.be/api/access/datafile/271409,NOT_DOWNLOADED
271418,US/URS22,URS22_R3.zip,1261176863,db301c08717a8c9db42f83defd9de1f7,application/zip,False,s3://dataverse:198bda8cb2f-f87e2d249904,https://rdr.kuleuven.be/api/access/datafile/271418,NOT_DOWNLOADED
226717,CT/URS22,URS22stl.zip,14809492,5a9c9c1998388840c36dbce8003fcf3f,application/zip,False,s3://dataverse:193694678c7-13f1066345e6,https://rdr.kuleuven.be/api/access/datafile/226717,NOT_DOWNLOADED
226760,CT/URS23,URS23_CT_raw.zip,407942380,2d2ff87b1c9cd5aebd4ab39386ba8290,application/zip,False,s3://dataverse:193694735f9-3ea296be1750,https://rdr.kuleuven.be/api/access/datafile/226760,NOT_DOWNLOADED
271413,US/URS23,URS23_D1.zip,586528683,f30a243362c50b9ccbd47c0f6df7123f,application/zip,False,s3://dataverse:198bda9d2f9-10c516f9d967,https://rdr.kuleuven.be/api/access/datafile/271413,NOT_DOWNLOADED
227135,US/URS23,URS23_D2.zip,537327817,114baa3c5a8bfd64071139c6f8d8e895,application/zip,False,s3://dataverse:19369aac4c0-da2608b45a40,https://rdr.kuleuven.be/api/access/datafile/227135,NOT_DOWNLOADED
271415,US/URS23,URS23_D3.zip,512621545,c50d1e9b4312a290310aa615cb3f8489,application/zip,False,s3://dataverse:198bdaa3877-c948207692e0,https://rdr.kuleuven.be/api/access/datafile/271415,NOT_DOWNLOADED
